"01 Jun 2015 16:20:37","C:\xampp2\htdocs\casta\classes\Tools.php: 
  817","(Notice) Trying to get property of non-object"
"01 Jun 2015 16:20:37","C:\xampp2\htdocs\casta\classes\Tools.php: 
  817","(Warning) include_once(C:\xampp2\htdocs\casta/translations//errors.php): failed to open stream: No such file or directory"
"01 Jun 2015 16:20:37","C:\xampp2\htdocs\casta\classes\Tools.php: 
  817","(Warning) include_once(): Failed opening 'C:\xampp2\htdocs\casta/translations//errors.php' for inclusion (include_path='.;C:\xampp2\php\PEAR')"
